Latitude,Longitude,Crash Type,geometry,Presence of guardrails,Cable barriers,Rumble strips,Pavement condition,Proximity to highway entrances and exits,Urban vs. rural environment,Surrounding natural features,Number of lanes,Shoulder type and width,Posted speed limit,Presence and type of median or divider,Lane markings and signage visibility,Nighttime lighting and visibility
35.67922,-88.78039,Property Damage,POINT (-88.78039 35.67922000000001),1,0,2,4,1,0,0,3,2,3,3,3,2
35.67901,-88.78046,Property Damage,POINT (-88.78046 35.679009999999984),1,0,2,4,1,0,0,3,2,3,3,3,2
35.67901,-88.78046,Property Damage,POINT (-88.78046 35.679009999999984),1,0,2,4,1,0,0,3,2,3,3,3,2
35.67894,-88.78049,Property Damage,POINT (-88.78048999999999 35.67894),1,0,2,4,1,0,0,3,2,3,3,3,2
35.67894,-88.78049,Property Damage,POINT (-88.78048999999999 35.67894),1,0,2,4,1,0,0,3,2,3,3,3,2
35.67915,-88.78136,Property Damage,POINT (-88.78135999999999 35.67914999999999),1,0,2,4,1,0,0,3,2,3,3,3,2
35.67903,-88.78198,Property Damage,POINT (-88.78197999999999 35.679030000000004),1,0,2,4,1,0,0,3,2,3,3,3,2
35.67868,-88.78487,Property Damage,POINT (-88.78486999999998 35.67868),1,0,2,4,1,0,0,3,2,3,3,3,2
35.67786,-88.78731,Property Damage,POINT (-88.78731 35.67786),1,0,2,4,1,0,0,3,2,3,3,3,2
35.67807,-88.7876,Property Damage,POINT (-88.78759999999998 35.67807),1,0,2,4,1,0,0,3,2,3,3,3,2
35.678,-88.788,Property Damage,POINT (-88.788 35.678),1,0,2,4,1,0,0,3,2,3,3,3,2
35.67765,-88.78862,Property Damage,POINT (-88.78862 35.67765),1,0,2,4,1,0,0,3,2,3,3,3,2
35.67756,-88.79054,Property Damage,POINT (-88.79054 35.67756),2,0,2,4,1,0,0,3,2,3,3,3,2
35.67727,-88.79084,Property Damage,POINT (-88.79084 35.67727000000001),2,0,2,4,1,0,0,3,2,3,3,3,2
35.67744,-88.79145,Property Damage,POINT (-88.79144999999998 35.67744),2,0,2,4,1,0,0,3,2,3,3,3,2
35.67739,-88.79156,Property Damage,POINT (-88.79155999999999 35.677389999999995),2,0,2,4,1,0,0,3,2,3,3,3,2
35.67739,-88.79158,Property Damage,POINT (-88.79157999999998 35.677389999999995),2,0,2,4,1,0,0,3,2,3,3,3,2
35.67727,-88.79226,Property Damage,POINT (-88.79226 35.67727000000001),2,0,2,4,1,0,0,3,2,3,3,3,2
35.6772,-88.79266,Property Damage,POINT (-88.79265999999998 35.6772),2,0,2,4,1,0,0,3,2,3,3,3,2
35.67696,-88.79401,Property Damage,POINT (-88.79400999999999 35.67696),1,0,2,4,1,0,0,3,2,3,3,3,2
35.67617,-88.79701,Property Damage,POINT (-88.79701 35.67617),2,0,2,4,1,0,0,3,2,3,3,3,2
35.67641,-88.79721,Property Damage,POINT (-88.79721 35.67640999999998),2,0,2,4,1,0,0,3,2,3,3,3,2
35.67618,-88.79861,Property Damage,POINT (-88.79861 35.67618),2,0,2,4,1,0,0,3,2,3,3,3,2
35.6761,-88.79906,Property Damage,POINT (-88.79905999999998 35.676099999999984),2,0,2,4,1,0,0,3,2,3,3,3,2
35.67569,-88.79993,Property Damage,POINT (-88.79993 35.67569000000001),1,0,2,4,1,0,0,3,2,3,3,3,2
35.67565,-88.80169,Property Damage,POINT (-88.80169 35.675650000000005),1,0,2,4,1,0,0,3,2,3,3,3,2
35.67465,-88.80769,Property Damage,POINT (-88.80768999999998 35.674649999999986),1,0,2,4,1,0,0,3,2,3,3,3,2
35.67465,-88.80769,Property Damage,POINT (-88.80768999999998 35.674649999999986),1,0,2,4,1,0,0,3,2,3,3,3,2
35.67465,-88.80769,Property Damage,POINT (-88.80768999999998 35.674649999999986),1,0,2,4,1,0,0,3,2,3,3,3,2
35.67446,-88.80857,Property Damage,POINT (-88.80857 35.67446),1,0,2,4,1,0,0,3,2,3,3,3,2
35.67446,-88.80857,Property Damage,POINT (-88.80857 35.67446),1,0,2,4,1,0,0,3,2,3,3,3,2
35.67446,-88.80857,Property Damage,POINT (-88.80857 35.67446),1,0,2,4,1,0,0,3,2,3,3,3,2
35.67443,-88.80881,Property Damage,POINT (-88.80880999999998 35.674429999999994),1,0,2,4,1,0,0,3,2,3,3,3,2
35.67418,-88.80886,Property Damage,POINT (-88.80885999999998 35.67418),1,0,2,4,1,0,0,3,2,3,3,3,2
35.67419,-88.8102,Property Damage,POINT (-88.8102 35.674189999999996),1,0,2,4,1,0,0,3,2,3,3,3,2
35.67382,-88.81244,Property Damage,POINT (-88.81244 35.67381999999999),1,0,2,4,1,0,0,3,2,3,3,3,2
35.67381,-88.81246,Property Damage,POINT (-88.81245999999999 35.673809999999996),1,0,2,4,1,0,0,3,2,3,3,3,2
35.67374,-88.81278,Property Damage,POINT (-88.81278 35.67374),1,0,2,4,1,0,0,3,2,3,3,3,2
35.67322,-88.81446,Property Damage,POINT (-88.81446 35.67322),1,0,2,4,1,0,0,3,2,3,3,3,2
35.67324,-88.81455,Property Damage,POINT (-88.81455 35.67324000000001),1,0,2,4,1,0,0,3,2,3,3,3,2
35.67345,-88.81475,Property Damage,POINT (-88.81474999999999 35.67345),1,0,2,4,1,0,0,3,2,3,3,3,2
35.67316,-88.81485,Property Damage,POINT (-88.81485000000002 35.673159999999996),1,0,2,4,1,0,0,3,2,3,3,3,2
35.67312,-88.81503,Property Damage,POINT (-88.81502999999998 35.67312),1,0,2,4,1,0,0,3,2,3,3,3,2
35.67335,-88.81516,Property Damage,POINT (-88.81515999999999 35.67335),1,0,2,4,1,0,0,3,2,3,3,3,2
35.67316,-88.8157,Property Damage,POINT (-88.8157 35.673159999999996),1,0,2,4,1,0,0,3,2,3,3,3,2
35.673,-88.8157,Property Damage,POINT (-88.8157 35.673),1,0,2,4,1,0,0,3,2,3,3,3,2
35.67325,-88.81573,Property Damage,POINT (-88.81573 35.673249999999996),1,0,2,4,1,0,0,3,2,3,3,3,2
35.67283,-88.81613,Property Damage,POINT (-88.81613 35.67282999999999),1,0,2,4,1,0,0,3,2,3,3,3,2
35.67277,-88.81707,Property Damage,POINT (-88.81707 35.67277),1,0,2,4,1,0,0,3,2,3,3,3,2
35.67277,-88.81707,Property Damage,POINT (-88.81707 35.67277),1,0,2,4,1,0,0,3,2,3,3,3,2
35.67274,-88.81867,Property Damage,POINT (-88.81867 35.672740000000005),1,0,2,4,1,0,0,3,2,3,3,3,2
35.67215,-88.82068,Property Damage,POINT (-88.82067999999998 35.67215),1,0,2,4,1,1,0,3,2,3,3,3,2
35.67215,-88.82068,Property Damage,POINT (-88.82067999999998 35.67215),1,0,2,4,1,1,0,3,2,3,3,3,2
35.67209,-88.82104,Property Damage,POINT (-88.82104 35.67209),1,0,2,4,1,1,0,3,2,3,3,3,2
35.67222,-88.82172,Property Damage,POINT (-88.82172 35.67222),1,0,2,4,1,1,0,3,2,3,3,3,2
35.67192,-88.82346,Property Damage,POINT (-88.82345999999998 35.67191999999999),1,0,2,4,1,1,0,3,2,3,3,3,2
35.67156,-88.82415,Property Damage,POINT (-88.82415 35.67156),1,0,2,4,1,1,0,3,2,3,3,3,2
35.67123,-88.82609,Property Damage,POINT (-88.82608999999998 35.67123),1,0,2,4,1,1,0,3,2,3,3,3,2
35.671,-88.82684,Property Damage,POINT (-88.82683999999999 35.671),2,0,2,4,1,1,0,3,2,3,3,3,2
35.6713,-88.82707,Property Damage,POINT (-88.82707 35.671299999999995),2,0,2,4,1,1,0,3,2,3,3,3,2
35.67036,-88.82793,Property Damage,POINT (-88.82792999999998 35.670359999999995),2,0,2,4,1,1,0,3,2,3,3,3,2
35.67133,-88.82862,Property Damage,POINT (-88.82862 35.67132999999999),2,0,2,4,1,1,0,3,2,3,3,3,2
35.67042,-88.8289,Property Damage,POINT (-88.8289 35.67042),2,0,2,4,1,1,0,3,2,3,3,3,2
35.67042,-88.8289,Property Damage,POINT (-88.8289 35.67042),2,0,2,4,1,1,0,3,2,3,3,3,2
35.67135,-88.82941,Property Damage,POINT (-88.82941 35.67135),2,0,2,4,1,1,0,3,2,3,3,3,2
35.67135,-88.82941,Property Damage,POINT (-88.82941 35.67135),2,0,2,4,1,1,0,3,2,3,3,3,2
35.67057,-88.82963,Property Damage,POINT (-88.82963 35.67056999999999),2,0,2,4,1,1,0,3,2,3,3,3,2
35.67057,-88.82963,Property Damage,POINT (-88.82963 35.67056999999999),2,0,2,4,1,1,0,3,2,3,3,3,2
35.67048,-88.82965,Property Damage,POINT (-88.82965 35.67048),2,0,2,4,1,1,0,3,2,3,3,3,2
35.67048,-88.82965,Property Damage,POINT (-88.82965 35.67048),2,0,2,4,1,1,0,3,2,3,3,3,2
35.67021,-88.82965,Property Damage,POINT (-88.82965 35.670210000000004),2,0,2,4,1,1,0,3,2,3,3,3,2
35.67021,-88.82965,Property Damage,POINT (-88.82965 35.670210000000004),2,0,2,4,1,1,0,3,2,3,3,3,2
35.67061,-88.82966,Property Damage,POINT (-88.82965999999999 35.67061),2,0,2,4,1,1,0,3,2,3,3,3,2
35.67061,-88.82966,Property Damage,POINT (-88.82965999999999 35.67061),2,0,2,4,1,1,0,3,2,3,3,3,2
35.67033,-88.8297,Property Damage,POINT (-88.8297 35.67032999999999),2,0,2,4,1,1,0,3,2,3,3,3,2
35.67033,-88.8297,Property Damage,POINT (-88.8297 35.67032999999999),2,0,2,4,1,1,0,3,2,3,3,3,2
35.66993,-88.8297,Property Damage,POINT (-88.8297 35.66993),2,0,2,4,1,1,0,3,2,3,3,3,2
35.6699,-88.8297,Property Damage,POINT (-88.8297 35.66989999999999),2,0,2,4,1,1,0,3,2,3,3,3,2
35.6708,-88.82972,Property Damage,POINT (-88.82972 35.6708),2,0,2,4,1,1,0,3,2,3,3,3,2
35.6708,-88.82972,Property Damage,POINT (-88.82972 35.6708),2,0,2,4,1,1,0,3,2,3,3,3,2
35.67105,-88.82973,Property Damage,POINT (-88.82972999999998 35.67105),2,0,2,4,1,1,0,3,2,3,3,3,2
35.67105,-88.82973,Property Damage,POINT (-88.82972999999998 35.67105),2,0,2,4,1,1,0,3,2,3,3,3,2
35.67035,-88.82976,Property Damage,POINT (-88.82975999999998 35.670350000000006),2,0,2,4,1,1,0,3,2,3,3,3,2
35.67035,-88.82976,Property Damage,POINT (-88.82975999999998 35.670350000000006),2,0,2,4,1,1,0,3,2,3,3,3,2
35.6705,-88.82979,Property Damage,POINT (-88.82979 35.6705),2,0,2,4,1,1,0,3,2,3,3,3,2
35.6705,-88.82979,Property Damage,POINT (-88.82979 35.6705),2,0,2,4,1,1,0,3,2,3,3,3,2
35.67091,-88.82981,Property Damage,POINT (-88.82980999999998 35.67090999999999),2,0,2,4,1,1,0,3,2,3,3,3,2
35.67091,-88.82981,Property Damage,POINT (-88.82980999999998 35.67090999999999),2,0,2,4,1,1,0,3,2,3,3,3,2
35.6705,-88.82982,Property Damage,POINT (-88.82982 35.6705),2,0,2,4,1,1,0,3,2,3,3,3,2
35.6705,-88.82982,Property Damage,POINT (-88.82982 35.6705),2,0,2,4,1,1,0,3,2,3,3,3,2
35.67075,-88.82983,Property Damage,POINT (-88.82982999999999 35.67075),2,0,2,4,1,1,0,3,2,3,3,3,2
35.67075,-88.82983,Property Damage,POINT (-88.82982999999999 35.67075),2,0,2,4,1,1,0,3,2,3,3,3,2
35.67084,-88.82984,Property Damage,POINT (-88.82984 35.67084),2,0,2,4,1,1,0,3,2,3,3,3,2
35.67084,-88.82984,Property Damage,POINT (-88.82984 35.67084),2,0,2,4,1,1,0,3,2,3,3,3,2
35.67094,-88.82986,Property Damage,POINT (-88.82986 35.67094),2,0,2,4,1,1,0,3,2,3,3,3,2
35.67094,-88.82986,Property Damage,POINT (-88.82986 35.67094),2,0,2,4,1,1,0,3,2,3,3,3,2
35.67109,-88.82988,Property Damage,POINT (-88.82988 35.67109),2,0,2,4,1,1,0,3,2,3,3,3,2
35.67109,-88.82988,Property Damage,POINT (-88.82988 35.67109),2,0,2,4,1,1,0,3,2,3,3,3,2
35.6713,-88.82991,Property Damage,POINT (-88.82991 35.671299999999995),2,0,2,4,1,1,0,3,2,3,3,3,2
35.6713,-88.82991,Property Damage,POINT (-88.82991 35.671299999999995),2,0,2,4,1,1,0,3,2,3,3,3,2
35.67072,-88.8304,Property Damage,POINT (-88.83039999999998 35.670719999999996),2,0,2,4,1,1,0,3,2,3,3,3,2
35.67072,-88.8304,Property Damage,POINT (-88.83039999999998 35.670719999999996),2,0,2,4,1,1,0,3,2,3,3,3,2
35.67061,-88.83114,Property Damage,POINT (-88.83114000000002 35.67061),2,0,2,4,1,1,0,3,2,3,3,3,2
35.67061,-88.83117,Property Damage,POINT (-88.83116999999999 35.67061),2,0,2,4,1,1,0,3,2,3,3,3,2
35.66921,-88.83669,Property Damage,POINT (-88.83669 35.669209999999985),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66925,-88.8367,Property Damage,POINT (-88.8367 35.66924999999999),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66918,-88.83682,Property Damage,POINT (-88.83682 35.66918),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66934,-88.8371,Property Damage,POINT (-88.8371 35.66933999999999),1,0,2,4,0,1,0,3,2,3,3,3,2
35.66954,-88.83783,Property Damage,POINT (-88.83783 35.66953999999999),1,0,2,4,0,1,0,3,2,3,3,3,2
35.66953,-88.83787,Property Damage,POINT (-88.83786999999998 35.669529999999995),1,0,2,4,0,1,0,3,2,3,3,3,2
35.6695,-88.83795,Property Damage,POINT (-88.83795 35.6695),1,0,2,4,0,1,0,3,2,3,3,3,2
35.66945,-88.83803,Property Damage,POINT (-88.83802999999999 35.66945),1,0,2,4,0,1,0,3,2,3,3,3,2
35.66941,-88.83821,Property Damage,POINT (-88.83820999999999 35.66941),1,0,2,4,0,1,0,3,2,3,3,3,2
35.66939,-88.83822,Property Damage,POINT (-88.83822 35.66939),1,0,2,4,0,1,0,3,2,3,3,3,2
35.66898,-88.83823,Property Damage,POINT (-88.83823 35.66898),1,0,2,4,0,1,0,3,2,3,3,3,2
35.66939,-88.83827,Property Damage,POINT (-88.83827 35.66939),1,0,2,4,0,1,0,3,2,3,3,3,2
35.66934,-88.8384,Property Damage,POINT (-88.83839999999998 35.66933999999999),1,0,2,4,0,1,0,3,2,3,3,3,2
35.66832,-88.8384,Property Damage,POINT (-88.83839999999998 35.66832),1,0,2,4,0,1,0,3,2,3,3,3,2
35.6693,-88.8385,Property Damage,POINT (-88.8385 35.6693),1,0,2,4,0,1,0,3,2,3,3,3,2
35.66923,-88.83872,Property Damage,POINT (-88.83871999999998 35.66923),1,0,2,4,0,1,0,3,2,3,3,3,2
35.66922,-88.83877,Property Damage,POINT (-88.83877000000001 35.669219999999996),1,0,2,4,0,1,0,3,2,3,3,3,2
35.66921,-88.83882,Property Damage,POINT (-88.83882 35.669209999999985),1,0,2,4,0,1,0,3,2,3,3,3,2
35.66903,-88.83931,Property Damage,POINT (-88.83930999999998 35.66902999999999),1,0,2,4,0,1,0,3,2,3,3,3,2
35.66902,-88.83934,Property Damage,POINT (-88.83934 35.669019999999996),1,0,2,4,0,1,0,3,2,3,3,3,2
35.66887,-88.83987,Property Damage,POINT (-88.83987 35.66887),1,0,2,4,0,1,0,3,2,3,3,3,2
35.66851,-88.84091,Property Damage,POINT (-88.84091 35.668510000000005),1,0,2,4,0,1,0,3,2,3,3,3,2
35.66811,-88.84248,Property Damage,POINT (-88.84247999999998 35.66810999999999),2,0,2,4,0,1,0,3,2,3,3,3,2
35.6669,-88.84382,Property Damage,POINT (-88.84381999999998 35.6669),1,0,2,4,0,1,0,3,2,3,3,3,2
35.66705,-88.8454,Property Damage,POINT (-88.8454 35.66705000000001),1,0,2,4,0,1,0,3,2,3,3,3,2
35.66706,-88.84543,Property Damage,POINT (-88.84542999999998 35.66706),1,0,2,4,0,1,0,3,2,3,3,3,2
35.66668,-88.84649,Property Damage,POINT (-88.84649 35.66667999999999),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66665,-88.84659,Property Damage,POINT (-88.84658999999999 35.66664999999999),1,0,2,4,1,1,0,3,2,3,3,3,2
35.6662,-88.84679,Property Damage,POINT (-88.84679 35.666199999999996),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66657,-88.84691,Property Damage,POINT (-88.84691 35.66656999999999),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66657,-88.84698,Property Damage,POINT (-88.84698 35.66656999999999),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66583,-88.84725,Property Damage,POINT (-88.84725 35.66582999999999),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66654,-88.84741,Property Damage,POINT (-88.84741 35.66653999999999),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66655,-88.84743,Property Damage,POINT (-88.84743 35.66655),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66594,-88.8475,Property Damage,POINT (-88.8475 35.66593999999999),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66583,-88.84793,Property Damage,POINT (-88.84792999999999 35.66582999999999),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66537,-88.8486,Property Damage,POINT (-88.8486 35.66537),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66525,-88.84971,Property Damage,POINT (-88.84970999999999 35.66525),2,0,2,4,1,1,0,3,2,3,3,3,2
35.66518,-88.84993,Property Damage,POINT (-88.84993 35.66517999999999),2,0,2,4,1,1,0,3,2,3,3,3,2
35.66381,-88.85317,Property Damage,POINT (-88.85316999999999 35.663809999999984),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66382,-88.8535,Property Damage,POINT (-88.85349999999998 35.66382000000001),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66382,-88.8535,Property Damage,POINT (-88.85349999999998 35.66382000000001),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66371,-88.85386,Property Damage,POINT (-88.85386 35.663709999999995),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66371,-88.85386,Property Damage,POINT (-88.85386 35.663709999999995),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66309,-88.85391,Property Damage,POINT (-88.85390999999998 35.66309),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66309,-88.85391,Property Damage,POINT (-88.85390999999998 35.66309),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66309,-88.85393,Property Damage,POINT (-88.85393000000002 35.66309),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66309,-88.85393,Property Damage,POINT (-88.85393000000002 35.66309),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66328,-88.85394,Property Damage,POINT (-88.85394000000001 35.66328),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66328,-88.85394,Property Damage,POINT (-88.85394000000001 35.66328),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66353,-88.85398,Property Damage,POINT (-88.85398 35.66353),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66353,-88.85398,Property Damage,POINT (-88.85398 35.66353),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66324,-88.85399,Property Damage,POINT (-88.85399 35.663239999999995),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66324,-88.85399,Property Damage,POINT (-88.85399 35.663239999999995),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66366,-88.85401,Property Damage,POINT (-88.85401 35.66366),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66366,-88.85401,Property Damage,POINT (-88.85401 35.66366),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66359,-88.85402,Property Damage,POINT (-88.85402 35.663590000000006),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66359,-88.85402,Property Damage,POINT (-88.85402 35.663590000000006),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66378,-88.85403,Property Damage,POINT (-88.85403 35.66378),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66378,-88.85403,Property Damage,POINT (-88.85403 35.66378),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66354,-88.85403,Property Damage,POINT (-88.85403 35.66354),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66354,-88.85403,Property Damage,POINT (-88.85403 35.66354),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66351,-88.85403,Property Damage,POINT (-88.85403 35.66351),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66351,-88.85403,Property Damage,POINT (-88.85403 35.66351),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66345,-88.85403,Property Damage,POINT (-88.85403 35.66344999999999),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66345,-88.85403,Property Damage,POINT (-88.85403 35.66344999999999),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66294,-88.85409,Property Damage,POINT (-88.85408999999999 35.66294),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66294,-88.85409,Property Damage,POINT (-88.85408999999999 35.66294),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66293,-88.85409,Property Damage,POINT (-88.85408999999999 35.66293),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66293,-88.85409,Property Damage,POINT (-88.85408999999999 35.66293),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66382,-88.85411,Property Damage,POINT (-88.85411 35.66382000000001),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66382,-88.85411,Property Damage,POINT (-88.85411 35.66382000000001),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66312,-88.85413,Property Damage,POINT (-88.85412999999998 35.66312),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66312,-88.85413,Property Damage,POINT (-88.85412999999998 35.66312),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66404,-88.85415,Property Damage,POINT (-88.85415 35.66404),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66404,-88.85415,Property Damage,POINT (-88.85415 35.66404),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66336,-88.85416,Property Damage,POINT (-88.85415999999998 35.66335999999999),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66336,-88.85416,Property Damage,POINT (-88.85415999999998 35.66335999999999),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66288,-88.85417,Property Damage,POINT (-88.85417 35.66288),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66433,-88.85418,Property Damage,POINT (-88.85417999999999 35.66432999999999),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66433,-88.85418,Property Damage,POINT (-88.85417999999999 35.66432999999999),1,0,2,4,1,1,0,3,2,3,3,3,2
35.663,-88.85419,Property Damage,POINT (-88.85419000000002 35.663),1,0,2,4,1,1,0,3,2,3,3,3,2
35.663,-88.85419,Property Damage,POINT (-88.85419000000002 35.663),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66297,-88.85419,Property Damage,POINT (-88.85419000000002 35.662969999999994),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66297,-88.85419,Property Damage,POINT (-88.85419000000002 35.662969999999994),1,0,2,4,1,1,0,3,2,3,3,3,2
35.6636,-88.8542,Property Damage,POINT (-88.8542 35.663599999999995),1,0,2,4,1,1,0,3,2,3,3,3,2
35.6636,-88.8542,Property Damage,POINT (-88.8542 35.663599999999995),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66368,-88.85422,Property Damage,POINT (-88.85422 35.66367999999999),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66368,-88.85422,Property Damage,POINT (-88.85422 35.66367999999999),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66317,-88.85422,Property Damage,POINT (-88.85422 35.66317000000001),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66317,-88.85422,Property Damage,POINT (-88.85422 35.66317000000001),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66383,-88.85425,Property Damage,POINT (-88.85424999999998 35.66383),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66383,-88.85425,Property Damage,POINT (-88.85424999999998 35.66383),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66349,-88.85427,Property Damage,POINT (-88.85426999999999 35.663489999999996),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66349,-88.85427,Property Damage,POINT (-88.85426999999999 35.663489999999996),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66345,-88.85427,Property Damage,POINT (-88.85426999999999 35.66344999999999),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66345,-88.85427,Property Damage,POINT (-88.85426999999999 35.66344999999999),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66407,-88.85429,Property Damage,POINT (-88.85428999999999 35.664069999999995),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66407,-88.85429,Property Damage,POINT (-88.85428999999999 35.664069999999995),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66359,-88.85429,Property Damage,POINT (-88.85428999999999 35.663590000000006),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66359,-88.85429,Property Damage,POINT (-88.85428999999999 35.663590000000006),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66404,-88.8543,Property Damage,POINT (-88.85429999999998 35.66404),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66404,-88.8543,Property Damage,POINT (-88.85429999999998 35.66404),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66378,-88.85432,Property Damage,POINT (-88.85431999999999 35.66378),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66378,-88.85432,Property Damage,POINT (-88.85431999999999 35.66378),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66377,-88.85432,Property Damage,POINT (-88.85431999999999 35.66377),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66377,-88.85432,Property Damage,POINT (-88.85431999999999 35.66377),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66387,-88.85434,Property Damage,POINT (-88.85433999999998 35.66387000000001),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66387,-88.85434,Property Damage,POINT (-88.85433999999998 35.66387000000001),1,0,2,4,1,1,0,3,2,3,3,3,2
35.6635,-88.85436,Property Damage,POINT (-88.85436 35.66349999999999),1,0,2,4,1,1,0,3,2,3,3,3,2
35.6635,-88.85436,Property Damage,POINT (-88.85436 35.66349999999999),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66389,-88.85437,Property Damage,POINT (-88.85437 35.663889999999995),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66389,-88.85437,Property Damage,POINT (-88.85437 35.663889999999995),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66407,-88.85438,Property Damage,POINT (-88.85437999999999 35.664069999999995),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66407,-88.85438,Property Damage,POINT (-88.85437999999999 35.664069999999995),1,0,2,4,1,1,0,3,2,3,3,3,2
35.6635,-88.85439,Property Damage,POINT (-88.85438999999998 35.66349999999999),1,0,2,4,1,1,0,3,2,3,3,3,2
35.6635,-88.85439,Property Damage,POINT (-88.85438999999998 35.66349999999999),1,0,2,4,1,1,0,3,2,3,3,3,2
35.6637,-88.85448,Property Damage,POINT (-88.85447999999998 35.66369999999999),1,0,2,4,1,1,0,3,2,3,3,3,2
35.6637,-88.85448,Property Damage,POINT (-88.85447999999998 35.66369999999999),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66366,-88.85465,Property Damage,POINT (-88.85465 35.66366),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66366,-88.85465,Property Damage,POINT (-88.85465 35.66366),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66362,-88.85492,Property Damage,POINT (-88.85492 35.663619999999995),1,0,2,4,1,1,0,3,2,3,3,3,2
35.66362,-88.85492,Property Damage,POINT (-88.85492 35.663619999999995),1,0,2,4,1,1,0,3,2,3,3,3,2
